Enumeración;Tipo;Tipo N/V;N° Doc.;Id Destinatario;Destinatario;Id Cliente;Razón social;Vendedor;Fecha Emisión;Fecha 1°Entrega;Orden Compra Cliente;Tipo de Expedición;Dirección Destinatario;Comuna;Ciudad;Persona de Contacto;Teléfono;Código Artículo;Descripción;Un.medida venta;Espesor;Jerarquía 1;Texto Jerarquía 1;Jerarquía 2;Texto Jerarquía 2;Jerarquía 3;Texto Jerarquía 3;Largo;Ctd. Solicitada;Ctd. Despachada;Ctd. Pendiente;Kilos Solicitados;Kilos Despachados;Kilos Pendientes;Status Global Pedido SAP;Status de Crédito;Status de Entrega Pos. Pedido SAP;Stock San Bernardo;Stock Lonquén;Total Libre utilización;Stock Disponible San Bernardo;Stock Disponible Lonquen;Precio Unitario;Venta Total;Precio Kilo;Comentario Documento;N° Doc.Ent.;Ctd. Entrega;Fecha Entrega;N° Doc.FU;Ctd. FU;Fecha FU
;ZO01;Ped. Estándar Nac.;47494;96792IQU;SODIMAC IQUIQUE;96792430;SODIMAC S.A.;MAURICIO ZUÑIGA;12-03-2025;13-03-2025;837634795;OtrosClientes Despac;CALLEJON LO RUIZ;RENCA;SANTIAGO;;;60000062;Acanalada T 762x3660x0,35mm Zinc;UN;0,35;99999;Cubiertas Masivo;9999900001;Acanaladas;9,9999E+17;Acanalada 0,35 AZ150;3.660,00;576;0;576;5.184;0;5.184;Concluido;No realizado;Entrg.completamente;4.195;0;4.195;3.239;0;9.652;5.559.552;1.072;ore 130766546 contacto : nicolas lagos telefono : 996794977;80365199;576;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47530;96792AHOSP;SODIMAC ALTO HOSPICIO;96792430;SODIMAC S.A.;MAURICIO ZUÑIGA;13-03-2025;14-03-2025;837634430;OtrosClientes Despac;CALLEJON LO RUIZ;RENCA;SANTIAGO;;;60000062;Acanalada T 762x3660x0,35mm Zinc;UN;0,35;99999;Cubiertas Masivo;9999900001;Acanaladas;9,9999E+17;Acanalada 0,35 AZ150;3.660,00;380;0;380;3.420;0;3.420;Concluido;No realizado;Entrg.completamente;4.195;0;4.195;3.239;0;9.245;3.513.100;1.027;ore 1307634430;80365200;380;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47409;76568EA781;EASY CROSS EA781  EL BELLOTO;76568660;EASY RETAIL S.A.;CORPORATIVO EASY;12-03-2025;26-03-2025;6508315534;SOD/EASY TiendaCross;AVDA.BADEN POWELL 150;VALPARAISO;EL BELLOTO;;;46000028;FE Red. laminado 12,0 sae 1020x6000mm;UN;12;33303;Laminados;3330300003;Redondos masizos;3330300003;Redondos masizos;6.000,00;30;0;30;159,6;0;159,6;Pendiente;No realizado;No entregado;30;12;42;-235;12;5.161;154.830;970;;;0;;4100202811;30;13-03-2025
;ZO08;Ped.B2B carga Autom.;47410;76568EA781;EASY CROSS EA781  EL BELLOTO;76568660;EASY RETAIL S.A.;CORPORATIVO EASY;12-03-2025;26-03-2025;6508315535;SOD/EASY TiendaCross;AVDA.BADEN POWELL 150;VALPARAISO;EL BELLOTO;;;42000022;Mek.Mont.Estruct.60x38x6x0,85x3000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;3.000,00;400;0;400;1.152;0;1.152;Pendiente;No realizado;No entregado;5.486;0;5.486;4.786;0;2.967;1.186.800;1.030;;;0;;4100202812;400;13-03-2025
;ZO01;Ped. Estándar Nac.;47568;96792CALE;SODIMAC LA CALERA;96792430;SODIMAC S.A.;ARNE VILDOSOLA;13-03-2025;13-03-2025;837635775;OtrosClientes Retira;JLPEREZ 12010;VALPARAISO;LA CALERA;;;50000217;Teja Recta 1075x3200x0,5mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100001;Cubiertas Industriales Habitacional;5550100001;Cubiertas Industriales Habitacional;3.200,00;24;0;24;365,568;0;365,568;Pendiente;No realizado;No entregado;0;0;0;-24;0;15.040;360.960;987;ore 130767761;;0;;;0;
;ZO01;Ped. Estándar Nac.;47568;96792CALE;SODIMAC LA CALERA;96792430;SODIMAC S.A.;ARNE VILDOSOLA;13-03-2025;13-03-2025;837635775;OtrosClientes Retira;JLPEREZ 12010;VALPARAISO;LA CALERA;;;50049488;Teja Recta 1075x2400x0,5mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;2.400,00;24;0;24;274,08;0;274,08;Pendiente;No realizado;No entregado;0;0;0;-26;0;11.280;270.720;988;ore 130767761;;0;;;0;
;ZO01;Ped. Estándar Nac.;47568;96792CALE;SODIMAC LA CALERA;96792430;SODIMAC S.A.;ARNE VILDOSOLA;13-03-2025;13-03-2025;837635775;OtrosClientes Retira;JLPEREZ 12010;VALPARAISO;LA CALERA;;;50000554;Caballet 0,5x404x3000mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100006;Cubiertas Industriales Accesorios;5550100006;Cubiertas Industriales Accesorios;3.000,00;6;0;6;27;0;27;Pendiente;No realizado;No entregado;340;0;340;326;0;14.100;84.600;3.133;ore 130767761;;0;;;0;
;ZO01;Ped. Estándar Nac.;47101;96850490;CONSTRUCTORA CARRAN S.A.;96850490;CONSTRUCTORA CARRAN S.A.;MARISOL PARDO;07-03-2025;20-02-2025;241305;OtrosClientes Retira;AVDA. LAS INDUSTRIAS NORTE;MELIPILLA;SANTIAGO;;;50005474;Supert.Pls 0,50x1060x4000mm Ral-9017;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;4.000,00;240;0;240;4.396,80;0;4.396,80;Concluido;Aprobado;Entrg.completamente;0;0;0;-370;0;21.200;5.088.000;1.157;I-443 AIRES DE MELIPILLA III,  CONTACTO IGNACIO MUÑOZ  TEL.  942968336,  FAVOR AVISAR PREVIO DESPACHO;80365201;240;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47569;77011943;SERVICIOS TUNELTEC EQUIPOS SPA;77011943;SERVICIOS TUNELTEC EQUIPOS SPA;OFICINA MINERIA EXPORT;13-03-2025;13-03-2025;1003;OtrosClientes Retira;AV. APOQUINDO 6410 OF 605;LAS CONDES;SANTIAGO;;;20000212;"Cable Acero 0,6"" (carrete)";KG;6,5;;;;;;;0;12.200;0;12.200;12.200;0;12.200;Pendiente;Operación liberada;No entregado;0;0;0;-12.200;0;1.100;13.420.000;1.100;OC 1003;;0;;9100024358;0;13-03-2025
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50001462;IM4 1000x0,4x2500mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;2.500,00;3;0;3;27,24;0;27,24;Pendiente;No realizado;No entregado;0;0;0;-3;0;10.250;30.750;1.129;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50004133;IM4 1000x0,4x2000mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;2.000,00;11;0;11;79,86;0;79,86;Pendiente;No realizado;No entregado;0;0;0;-16;0;8.200;90.200;1.129;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50000805;IM4 1000x0,4x5200mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;5.200,00;80;0;80;1.510,08;0;1.510,08;Pendiente;No realizado;No entregado;0;0;0;-80;0;21.320;1.705.600;1.129;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50000856;IM4 1000x0,4x5800mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;5.800,00;54;0;54;1.136,92;0;1.136,92;Pendiente;No realizado;No entregado;0;0;0;-54;0;23.780;1.284.120;1.129;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50005962;IM4 1000x0,4x3100mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.100,00;35;0;35;393,75;0;393,75;Pendiente;No realizado;No entregado;0;0;0;-35;0;12.710;444.850;1.130;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50041377;IM4 1000x0,4x3800mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.800,00;9;0;9;124,11;0;124,11;Pendiente;No realizado;No entregado;0;0;0;-9;0;15.580;140.220;1.130;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50001029;IM4 1000x0,4x5000mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;5.000,00;20;0;20;363;0;363;Pendiente;No realizado;No entregado;53;0;53;13;0;20.500;410.000;1.129;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47570;96792RC;SODIMAC RANCAGUA;96792430;SODIMAC S.A.;JAVIER RIOS;13-03-2025;24-03-2025;837635549;OtrosClientes Despac;AV TUNICHE;RANCAGUA;RANCAGUA;;;50002866;IM4 1000x0,4x6800mm Zinc;UN;0,4;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;6.800,00;9;0;9;222,12;0;222,12;Pendiente;No realizado;No entregado;0;0;0;-15;0;27.880;250.920;1.130;ore 130767267 contacto : marisol gomez telefono : 997415319;;0;;;0;
;ZO01;Ped. Estándar Nac.;47559;84241100;CONSTRUCTORA EL TREBOL SPA;84241100;CONSTRUCTORA EL TREBOL SPA;NELSON ESPINOZA;13-03-2025;14-03-2025;LNE - 407;OtrosClientes Retira;AVDA. KENNEDY, OF 1404;LAS CONDES;SANTIAGO;;;45000042;"C. ASTM A-53 Gal 4""x6000mm C/H NPT";UN;5,2;33301;Cañerias;3330100008;Cañerias ASTM A -53 Galvanizada C/Hilo;3330100008;Cañerias ASTM A -53 Galvanizada C/Hilo;6.000,00;4;0;4;385,68;0;385,68;Concluido;Aprobado;Entrg.completamente;0;28;28;0;24;85.814;343.256;890;;80365160;4;13-03-2025;;0;
;ZO08;Ped.B2B carga Autom.;47133;96792HC66;SOD CROSS HC66ÑUBLE;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;17-03-2025;16095514;SOD/EASY TiendaCross;VICUÑA MACKENNA # 1770;ÑUÑOA;SANTIAGO;;;46000007;Angulo laminado 50x50x3,0x6000mm;UN;3;33303;Laminados;3330300002;Angulos;3330300002;Angulos;6.000,00;6;0;6;83,88;0;83,88;Pendiente;No realizado;No entregado;125;908;1.033;-112;908;15.463;92.778;1.106;;;0;;4100202816;6;13-03-2025
;ZO08;Ped.B2B carga Autom.;47267;96792HC66;SOD CROSS HC66ÑUBLE;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;10-03-2025;18-03-2025;16101805;SOD/EASY TiendaCross;VICUÑA MACKENNA # 1770;ÑUÑOA;SANTIAGO;;;46000007;Angulo laminado 50x50x3,0x6000mm;UN;3;33303;Laminados;3330300002;Angulos;3330300002;Angulos;6.000,00;5;0;5;69,9;0;69,9;Pendiente;No realizado;No entregado;125;908;1.033;-112;908;15.463;77.315;1.106;;;0;;4100202817;5;13-03-2025
;ZO08;Ped.B2B carga Autom.;47503;96792HC66;SOD CROSS HC66ÑUBLE;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;20-03-2025;16108547;SOD/EASY TiendaCross;VICUÑA MACKENNA # 1770;ÑUÑOA;SANTIAGO;;;46000007;Angulo laminado 50x50x3,0x6000mm;UN;3;33303;Laminados;3330300002;Angulos;3330300002;Angulos;6.000,00;11;0;11;153,78;0;153,78;Pendiente;No realizado;No entregado;125;908;1.033;-112;908;15.463;170.093;1.106;;;0;;4100202818;11;13-03-2025
;ZO08;Ped.B2B carga Autom.;47503;96792HC66;SOD CROSS HC66ÑUBLE;96792430;SODIMAC S.A.;CORPORATIVO SODIMAC;12-03-2025;20-03-2025;16108547;SOD/EASY TiendaCross;VICUÑA MACKENNA # 1770;ÑUÑOA;SANTIAGO;;;41000150;P. Ab. Canal 200x50x3,0x6000mm;UN;3;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 3,0 mm;6.000,00;8;0;8;327,84;0;327,84;Pendiente;No realizado;No entregado;784;0;784;592;0;38.239;305.912;933;;;0;;4100202818;8;13-03-2025
;ZO01;Ped. Estándar Nac.;47567;78027269;KMM FLUID SPA;78027269;KMM FLUID SPA;MELISSA NILO;13-03-2025;14-03-2025;Cotización 20003720;OtrosClientes Retira;ANTONIA BELLET 193 OF 1210;PROVIDENCIA;SANTIAGO;;;45000061;"C. ISO 65 Liv. II Gal 1""x6000mm S/H";UN;2,4;33301;Cañerias;3330100003;Cañerias ISO Galvanizada;3330100003;Cañerias ISO Galvanizada;6.000,00;8;0;8;95,04;0;95,04;Concluido;Operación liberada;Entrg.completamente;10;436;446;10;428;10.692;85.536;900;;80365087;8;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47526;76568E655;EASY RETAIL QUILICURA;76568660;EASY RETAIL S.A.;JAVIER RIOS;13-03-2025;14-03-2025;6701178832;OtrosClientes Despac;LOS CIRUELOS LAS PALMERAS CASA 17;COLINA;SANTIAGO;;;42000035;Mek.Mont.Estruct.90x38x12x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;335;0;335;2.472,30;0;2.472,30;Concluido;No realizado;Entrg.completamente;32.750;0;32.750;28.271;0;6.642;2.225.070;900;N° 2912969051 MARIO MACHESE, CEL: 936167801;80365202;335;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47526;76568E655;EASY RETAIL QUILICURA;76568660;EASY RETAIL S.A.;JAVIER RIOS;13-03-2025;14-03-2025;6701178832;OtrosClientes Despac;LOS CIRUELOS LAS PALMERAS CASA 17;COLINA;SANTIAGO;;;42000068;Mek.Canal Estruct.92x30x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Canal Estructural 0,85;6.000,00;33;0;33;198;0;198;Concluido;No realizado;Entrg.completamente;15.009;0;15.009;13.360;0;5.400;178.200;900;N° 2912969051 MARIO MACHESE, CEL: 936167801;80365202;33;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47526;76568E655;EASY RETAIL QUILICURA;76568660;EASY RETAIL S.A.;JAVIER RIOS;13-03-2025;14-03-2025;6701178832;OtrosClientes Despac;LOS CIRUELOS LAS PALMERAS CASA 17;COLINA;SANTIAGO;;;42000103;Mek. Port. Cielo 40x18x10x0,50x6000mm;UN;0,5;88888;Mekanocon;8888800003;Mekanocon Cielos;8,8888E+17;Portante Cielo;6.000,00;118;0;118;269,04;0;269,04;Concluido;No realizado;Entrg.completamente;33.624;0;33.624;27.519;0;2.052;242.136;900;N° 2912969051 MARIO MACHESE, CEL: 936167801;80365202;118;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47526;76568E655;EASY RETAIL QUILICURA;76568660;EASY RETAIL S.A.;JAVIER RIOS;13-03-2025;14-03-2025;6701178832;OtrosClientes Despac;LOS CIRUELOS LAS PALMERAS CASA 17;COLINA;SANTIAGO;;;42000075;Mek.Omega Normal. 38x35x15x8x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Omega Estructural 0,85;6.000,00;72;0;72;423,36;0;423,36;Concluido;No realizado;Entrg.completamente;28.908;0;28.908;22.975;0;5.292;381.024;900;N° 2912969051 MARIO MACHESE, CEL: 936167801;80365202;72;13-03-2025;;0;
;ZO01;Ped. Estándar Nac.;47354;87606700;AUTOMATICA Y REGULACION S.A.;87606700;AUTOMATICA Y REGULACION S.A.;JUAN CARLOS BARRIGA;11-03-2025;12-03-2025;368269;OtrosClientes Despac;CAMINO EL NOVICIADO, LAMPA, KM 16, PARQUE IND. MIRAFLORES PC;LAMPA;SANTIAGO;;;45000041;"C. ASTM A-53 Gal 4""x6000mm S/H";UN;5,2;33301;Cañerias;3330100007;Cañerias ASTM A -53 Galvanizada S/Hilo;3330100007;Cañerias ASTM A -53 Galvanizada S/Hilo;6.000,00;100;12;88;9.642;1.157,04;8.484,96;En proceso;Aprobado;Entrg.parcialmente;0;0;0;-88;0;82.920;8.292.000;860;;;0;;;0;
;ZO01;Ped. Estándar Nac.;47186;76568E522;EASY RETAIL CERRILLOS;76568660;EASY RETAIL S.A.;JAVIER RIOS;10-03-2025;11-03-2025;6701177903;OtrosClientes Despac;SAN PEDRO;FRUTILLAR;FRUTILLAR;;;41000139;P. Ab. Canal 150x75x5,0x6000mm;UN;5;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 5,0 mm;6.000,00;12;0;12;801,36;0;801,36;Pendiente;No realizado;No entregado;345;0;345;332;0;52.757;633.084;790;ore:29129790005 • Carlos Barrientos +56 9 6844 6255 • Lionel Castillo +56 9 9320 8677;;0;;4100202820;12;13-03-2025
;ZO01;Ped. Estándar Nac.;47186;76568E522;EASY RETAIL CERRILLOS;76568660;EASY RETAIL S.A.;JAVIER RIOS;10-03-2025;11-03-2025;6701177903;OtrosClientes Despac;SAN PEDRO;FRUTILLAR;FRUTILLAR;;;41000021;P. Ab. Angulo 50x50x5,0x6000mm;UN;5;11111;Perfiles Abiertos;1111100001;Perf. Ab. Angulo;1,1111E+17;Perf. Ab. Angulo 5,0 mm;6.000,00;26;0;26;561,6;0;561,6;Pendiente;No realizado;No entregado;565;0;565;539;0;17.604;457.704;815;ore:29129790005 • Carlos Barrientos +56 9 6844 6255 • Lionel Castillo +56 9 9320 8677;;0;;4100202820;26;13-03-2025
;ZO01;Ped. Estándar Nac.;47186;76568E522;EASY RETAIL CERRILLOS;76568660;EASY RETAIL S.A.;JAVIER RIOS;10-03-2025;11-03-2025;6701177903;OtrosClientes Despac;SAN PEDRO;FRUTILLAR;FRUTILLAR;;;41000031;P. Ab. Angulo 80x80x5,0x6000mm;UN;5;11111;Perfiles Abiertos;1111100001;Perf. Ab. Angulo;1,1111E+17;Perf. Ab. Angulo 5,0 mm;6.000,00;77;0;77;2.753,52;0;2.753,52;Pendiente;No realizado;No entregado;121;0;121;44;0;28.251;2.175.327;790;ore:29129790005 • Carlos Barrientos +56 9 6844 6255 • Lionel Castillo +56 9 9320 8677;;0;;4100202820;77;13-03-2025
;ZO01;Ped. Estándar Nac.;47186;76568E522;EASY RETAIL CERRILLOS;76568660;EASY RETAIL S.A.;JAVIER RIOS;10-03-2025;11-03-2025;6701177903;OtrosClientes Despac;SAN PEDRO;FRUTILLAR;FRUTILLAR;;;41000034;P. Ab. Angulo 100x100x5,0x6000mm;UN;5;11111;Perfiles Abiertos;1111100001;Perf. Ab. Angulo;1,1111E+17;Perf. Ab. Angulo 5,0 mm;6.000,00;1;0;1;45,18;0;45,18;Pendiente;No realizado;No entregado;359;0;359;358;0;35.693;35.693;790;ore:29129790005 • Carlos Barrientos +56 9 6844 6255 • Lionel Castillo +56 9 9320 8677;;0;;4100202820;1;13-03-2025
;ZO01;Ped. Estándar Nac.;47186;76568E522;EASY RETAIL CERRILLOS;76568660;EASY RETAIL S.A.;JAVIER RIOS;10-03-2025;11-03-2025;6701177903;OtrosClientes Despac;SAN PEDRO;FRUTILLAR;FRUTILLAR;;;41000190;P. Ab. Canal 80x40x4,0x6000mm;UN;4;11111;Perfiles Abiertos;1111100002;Perf. Ab.Canal;1,1111E+17;Perf. Ab. Canal 4,0 mm;6.000,00;38;0;38;1.051,08;0;1.051,08;Pendiente;No realizado;No entregado;549;0;549;511;0;21.852;830.376;790;ore:29129790005 • Carlos Barrientos +56 9 6844 6255 • Lionel Castillo +56 9 9320 8677;;0;;4100202820;38;13-03-2025
;ZO01;Ped. Estándar Nac.;47571;96792CHLL;SODIMAC CHILLAN;96792430;SODIMAC S.A.;JOSE NAVARRETE;13-03-2025;21-03-2025;837635371;OtrosClientes Despac;SECTOR LA GREDA;SAN IGNACIO;SAN IGNACIO;;;60000335;Acanalada T 762x7000x0,35mm Zinc E;UN;0,35;99999;Cubiertas Masivo;9999900001;Acanaladas;9,9999E+17;Acanalada 0,35 AZ150;7.000,00;184;0;184;3.168,48;0;3.168,48;Pendiente;No realizado;No entregado;0;0;0;-184;0;17.563;3.231.592;1.020;ore 130767401 contacto : jaime mora telefono : 982178562;;0;;;0;
;ZO01;Ped. Estándar Nac.;47571;96792CHLL;SODIMAC CHILLAN;96792430;SODIMAC S.A.;JOSE NAVARRETE;13-03-2025;21-03-2025;837635371;OtrosClientes Despac;SECTOR LA GREDA;SAN IGNACIO;SAN IGNACIO;;;60000538;Acanalada T 762x7500x0,35mm Zinc E;UN;0,35;99999;Cubiertas Masivo;9999900001;Acanaladas;9,9999E+17;Acanalada 0,35 AZ150;7.500,00;184;0;184;3.394,80;0;3.394,80;Pendiente;No realizado;No entregado;0;0;0;-184;0;18.818;3.462.512;1.020;ore 130767401 contacto : jaime mora telefono : 982178562;;0;;;0;
;ZO01;Ped. Estándar Nac.;47574;96792VALLE;SODIMAC VALLENAR;96792430;SODIMAC S.A.;MAURICIO ZUÑIGA;13-03-2025;14-03-2025;837636013;OtrosClientes Despac;CALLEJON LO RUIZ;RENCA;SANTIAGO;;;42000021;Mek.Mont.Estruct.60x38x6x0,85x2400mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;2.400,00;200;0;200;460;0;460;Pendiente;No realizado;No entregado;34.649;0;34.649;26.927;0;2.300;460.000;1.000;ore 130767852 contacto : carmen ventura telefono : 979923655;;0;;4100202828;200;13-03-2025
;ZO01;Ped. Estándar Nac.;47574;96792VALLE;SODIMAC VALLENAR;96792430;SODIMAC S.A.;MAURICIO ZUÑIGA;13-03-2025;14-03-2025;837636013;OtrosClientes Despac;CALLEJON LO RUIZ;RENCA;SANTIAGO;;;42000024;Mek.Mont.Estruct.60x38x6x0,85x6000mm;UN;0,85;88888;Mekanocon;8888800001;Mekanocon Estructural;8,8888E+17;Montante Estructural 0,85;6.000,00;200;0;200;1.152;0;1.152;Pendiente;No realizado;No entregado;14.303;0;14.303;8.374;0;5.760;1.152.000;1.000;ore 130767852 contacto : carmen ventura telefono : 979923655;;0;;4100202828;200;13-03-2025
;ZO01;Ped. Estándar Nac.;45644;93772P17;PRODALAM LINARES;93772000;PRODALAM S.A.;JOSE NAVARRETE;19-02-2025;27-02-2025;4500991496;OtrosClientes Despac;ALBERTO PEPPER;RENCA;SANTIAGO;;;49000012;Tubo Rec.150x100x4,0x6000mm;UN;4;33302;Gran Dimensión GD;3330200002;GD Rectangulares;3330200002;GD Rectangulares;6.000,00;3;0;3;275,58;0;275,58;Pendiente;No realizado;No entregado;4;0;4;-32;0;80.837;242.511;880;;;0;;4100202829;3;13-03-2025
;ZO01;Ped. Estándar Nac.;47474;96726EURO;CHILEMAT EUROMAT;96726970;CHILEMAT  S.P.A.;ARNE VILDOSOLA;12-03-2025;13-03-2025;47076374;OtrosClientes Despac;SANTA ISABEL;LAMPA;SANTIAGO;;;46000007;Angulo laminado 50x50x3,0x6000mm;UN;3;33303;Laminados;3330300002;Angulos;3330300002;Angulos;6.000,00;40;0;40;559,2;0;559,2;Pendiente;Aprobado;No entregado;125;908;1.033;-112;908;11.463;458.520;820;950122246;;0;;4100202830;40;13-03-2025
;ZO01;Ped. Estándar Nac.;47575;76681722;CARMOZZI SPA;76681722;CARMOZZI SPA;ARNE VILDOSOLA;13-03-2025;26-03-2025;982;OtrosClientes Retira;QUILLOTA;VIÑA DEL MAR;VIÑA DEL MAR;;;50049656;IM925 925x0,5x5600mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;5.600,00;2;0;2;51,3;0;51,3;Pendiente;Operación liberada;No entregado;0;0;0;-2;0;36.120;72.240;1.408;;;0;;;0;
;ZO01;Ped. Estándar Nac.;47575;76681722;CARMOZZI SPA;76681722;CARMOZZI SPA;ARNE VILDOSOLA;13-03-2025;26-03-2025;982;OtrosClientes Retira;QUILLOTA;VIÑA DEL MAR;VIÑA DEL MAR;;;50049950;IM925 925x0,5x4900mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;4.900,00;2;0;2;44,88;0;44,88;Pendiente;Operación liberada;No entregado;0;0;0;-2;0;31.605;63.210;1.408;;;0;;;0;
;ZO01;Ped. Estándar Nac.;47575;76681722;CARMOZZI SPA;76681722;CARMOZZI SPA;ARNE VILDOSOLA;13-03-2025;26-03-2025;982;OtrosClientes Retira;QUILLOTA;VIÑA DEL MAR;VIÑA DEL MAR;;;50049951;IM925 925x0,5x3800mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.800,00;2;0;2;34,8;0;34,8;Pendiente;Operación liberada;No entregado;0;0;0;-2;0;24.510;49.020;1.409;;;0;;;0;
;ZO01;Ped. Estándar Nac.;47575;76681722;CARMOZZI SPA;76681722;CARMOZZI SPA;ARNE VILDOSOLA;13-03-2025;26-03-2025;982;OtrosClientes Retira;QUILLOTA;VIÑA DEL MAR;VIÑA DEL MAR;;;50049665;IM925 925x0,5x3300mm Ral-3009;UN;0,5;55501;Cubiertas Industriales;5550100002;Cubiertas Industriales Industrial;5550100002;Cubiertas Industriales Industrial;3.300,00;2;0;2;30,22;0;30,22;Pendiente;Operación liberada;No entregado;0;0;0;-2;0;21.285;42.570;1.409;;;0;;;0;
